1,1,34,16,0
1,1,8,10,0
1,1,8,10,0
1,1,14,10,0
1,1,8,10,0
1,1,8,10,0
1,1,21,114,0
1,1,4,8,0
1,1,4,8,0
1,1,2,4,0
1,1,4,8,0
1,1,2,3,0
1,3,10,11,0
1,3,5,10,0
1,3,32,9,0
1,3,8,10,0
1,3,24,14,0
1,3,0,4,0
1,3,0,4,0
1,3,0,4,0
1,3,0,4,0
1,3,0,4,0
1,3,0,4,0
1,3,0,4,0
1,3,0,4,0
1,3,0,4,0
1,3,0,4,0
1,3,35,5,0
1,3,8,10,0
1,3,10,10,0
1,3,6,10,0
1,3,8,10,0
1,3,8,10,0
1,3,6,9,0
1,3,8,10,0
1,3,5,10,0
1,3,19,16,0
1,3,8,10,0
1,3,19,16,0
1,3,4,5,0
1,5,13,11,0
1,5,4,9,0
1,5,24,39,0
1,5,15,10,0
1,5,17,14,0
1,5,35,1,1
1,5,16,10,0
1,5,35,3,1
1,5,8,12,0
1,5,14,10,0
1,5,8,12,0
1,5,7,9,0
1,5,7,11,0
1,5,8,11,0
1,5,5,17,0
1,5,16,180,0
1,5,14,19,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,9,12,0
1,5,9,11,0
1,5,7,10,0
1,5,8,10,0
1,5,4,5,0
1,7,14,11,0
1,7,6,10,0
1,7,15,10,0
1,7,32,41,0
1,7,35,0,1
1,7,36,0,1
1,7,13,12,0
1,7,39,0,1
1,7,13,10,0
1,7,4,9,0
1,7,8,11,0
1,7,7,9,0
1,7,8,10,0
1,7,0,4,0
1,7,0,4,0
1,7,0,4,0
1,7,0,4,0
1,7,0,4,0
1,7,0,4,0
1,7,0,4,0
1,7,0,4,0
1,7,0,4,0
1,7,0,4,0
1,7,7,10,0
1,7,6,10,0
1,7,4,10,0
1,9,15,9,0
1,9,4,9,0
1,9,9,8,0
1,9,16,13,0
1,9,39,0,1
1,9,33,0,1
1,9,4,9,0
1,9,30,15,0
1,9,11,10,0
1,9,12,10,0
1,9,12,14,0
1,9,4,10,0
1,9,4,9,0
1,9,4,9,0
1,2,9,12,0
1,2,6,5,0
1,2,35,5,0
1,2,8,10,0
1,2,18,10,0
1,2,26,12,0
1,2,8,10,0
1,2,8,10,0
1,2,25,107,0
1,2,6,12,0
1,2,8,10,0
1,2,6,5,0
1,2,8,10,0
1,2,4,5,0
1,4,13,10,0
1,4,8,6,0
1,4,28,22,0
1,4,8,10,0
1,4,37,3,1
1,4,36,7,0
1,4,8,10,0
1,4,28,13,0
1,4,9,10,0
1,4,8,10,0
1,4,9,10,0
1,4,5,9,0
1,4,18,176,0
1,4,17,10,0
1,4,8,8,0
1,4,20,13,0
1,4,8,10,0
1,4,21,13,0
1,4,4,5,0
1,6,15,10,0
1,6,8,8,0
1,6,24,37,0
1,6,28,10,0
1,6,17,13,0
1,6,28,11,0
1,6,17,14,0
1,6,11,10,0
1,6,26,12,0
1,6,10,10,0
1,6,8,5,0
1,6,35,10,0
1,6,17,17,0
1,6,0,4,0
1,6,34,10,0
1,6,8,10,0
1,6,8,10,0
1,6,6,5,0
1,8,14,10,0
1,8,8,5,0
1,8,27,30,0
1,8,17,12,0
1,8,17,13,0
1,8,22,14,0
1,8,18,13,0
1,8,28,11,0
1,8,8,5,0
1,8,20,13,0
1,8,8,10,0
1,8,20,14,0
1,8,8,7,0
1,8,8,5,0
1,8,8,6,0
