1	1	0.08	0.40	0 
1	1	0.56	0.14	1 
1	1	0.38	0.44	0 
1	1	0.45	0.27	0 
1	1	0.55	0.06	1 
1	1	1.11	0.66	0 
1	1	0.18	0.25	0 
1	1	0.53	0.03	1 
1	1	0.50	0.33	1 
1	1	0.18	0.25	0 
1	1	0.47	0.26	0 
1	1	0.52	0.00	1 
1	1	1.11	0.64	0 
1	1	0.18	0.25	0 
1	1	0.59	0.10	1 
1	1	0.50	0.39	0 
1	1	0.18	0.25	0 
1	3	0.32	0.29	0 
1	3	0.26	0.29	0 
1	3	0.68	0.64	0 
1	3	0.67	0.36	0 
1	3	0.58	0.34	1 
1	3	0.52	0.29	1 
1	3	0.27	0.17	0 
1	3	0.50	0.33	1 
1	3	0.83	0.55	0 
1	3	0.52	0.50	0 
1	3	0.27	0.17	0 
1	3	0.24	0.19	0 
1	3	0.50	0.30	1 
1	3	0.58	0.34	1 
1	3	0.50	0.30	1 
1	3	0.55	0.25	1 
1	3	0.97	0.67	0 
1	3	0.50	0.33	1 
1	3	0.14	0.22	0 
1	3	0.52	0.32	1 
1	3	0.88	0.57	0 
1	3	0.48	0.34	0 
1	3	0.27	0.17	0 
1	3	0.27	0.17	0 
1	3	0.47	0.35	0 
1	3	0.55	0.42	0 
1	3	0.47	0.29	0 
1	3	0.62	0.20	1 
1	3	0.27	0.17	0 
1	5	0.35	0.35	0 
1	5	0.21	0.29	0 
1	5	0.97	0.59	0 
1	5	0.53	0.43	0 
1	5	0.27	0.17	0 
1	5	0.52	0.44	0 
1	5	0.48	0.28	0 
1	5	0.27	0.17	0 
1	5	0.62	0.34	1 
1	5	0.47	0.29	0 
1	5	0.14	0.22	0 
1	5	0.59	0.33	1 
1	5	0.27	0.17	0 
1	5	0.48	0.28	0 
1	5	0.20	0.15	0 
1	5	0.62	0.37	0 
1	5	0.47	0.29	0 
1	5	0.29	0.32	0 
1	5	0.06	0.75	0 
1	5	0.58	0.34	1 
1	5	0.53	0.03	1 
1	5	0.27	0.17	0 
1	5	0.71	0.43	0 
1	5	0.56	0.35	0 
1	5	0.50	0.33	1 
1	5	0.14	0.22	0 
1	5	0.58	0.34	1 
1	5	0.56	0.38	0 
1	5	0.27	0.17	0 
1	5	0.55	0.36	0 
1	5	0.27	0.17	0 
1	5	0.55	0.31	1 
1	5	0.27	0.17	0 
1	5	0.58	0.37	0 
1	5	0.44	0.31	0 
1	5	0.20	0.15	0 
1	5	0.59	0.33	1 
1	5	0.59	0.10	1 
1	5	0.27	0.17	0 
1	5	0.27	0.17	0 
1	7	0.38	0.32	0 
1	7	0.21	0.29	0 
1	7	0.89	0.63	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.06	0.75	0 
1	7	0.27	0.17	0 
1	7	0.21	0.07	0 
1	7	0.61	0.35	1 
1	7	0.27	0.17	0 
1	7	0.27	0.17	0 
1	7	0.61	0.30	1 
1	7	0.20	0.08	0 
1	7	0.27	0.17	0 
1	7	1.02	0.75	0 
1	7	0.20	0.15	0 
1	7	0.27	0.17	0 
1	7	0.58	0.34	1 
1	7	0.29	0.37	0 
1	7	0.27	0.17	0 
1	7	0.27	0.17	0 
1	7	0.27	0.17	0 
1	7	0.61	0.28	1 
1	7	0.20	0.08	0 
1	7	0.58	0.34	1 
1	7	0.14	0.22	0 
1	7	0.27	0.17	0 
1	7	0.53	0.37	0 
1	7	0.27	0.17	0 
1	7	0.20	0.15	0 
1	7	1.03	0.68	0 
1	7	0.27	0.17	0 
1	7	0.20	0.15	0 
1	7	0.58	0.34	1 
1	7	0.14	0.22	0 
1	7	0.27	0.17	0 
1	7	0.29	0.21	0 
1	7	0.27	0.17	0 
