0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.44444,1.5556,2.7778,3.5556,3.6667,3.6667,3.6667,3.6667,3.6667,3.6667,3.6667,2.4444,1.2222,0,0
0,0,0,0.55556,1.7778,3.6667,4.4444,4.5556,4,4,4,4,4,4,5.1111,4.1111,2.7778,0.33333,0
0,0,0.44444,1.7778,3.6667,5.1111,5.1111,4.5556,4,4,4,4,4,4,6,5.4444,4.1111,0.77778,0
0,0,1.6667,3.8889,5.3333,4.4444,2.3333,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,3.2222,4.3333,4.2222,1.2222,0
0,0,2.8889,4.6667,5.3333,2.4444,0.66667,0,0,0,0,0,0,0,2.8889,4.2222,4.2222,1.3333,0
0,0,3.6667,4.7778,4.7778,1.1111,0,0,0,0,0,0,0,1.1111,3.8889,4.8889,3.7778,1,0
0,0,3.6667,4.1111,4.1111,0.44444,0,0,0,0,0.11111,0.22222,1.3333,2.8889,4.7778,4.2222,2.5556,0.55556,0
0,0,3.5556,4.3333,4.6667,1.3333,0.77778,0.55556,0.44444,0.88889,1.6667,2.8889,4,4.8889,4.4444,2.7778,1,0.11111,0
0,0,3.3333,5.1111,6.5556,4.5556,4.1111,4,4,4.4444,4.6667,4.7778,4.7778,3.8889,2.5556,0.77778,0.11111,0,0
0,0,2.1111,3.6667,5.1111,4.3333,4.1111,4,4,4.4444,4.5556,4.5556,3.4444,2.1111,0.77778,0.11111,0,0,0
0,0,1,2.1111,3.2222,3.3333,3.3333,3.4444,3.5556,3.5556,3,1.8889,0.77778,0.11111,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
