1,1,7,5,0
1,1,2,4,0
1,1,9,11,0
1,1,13,12,0
1,1,6,10,0
1,1,16,14,0
1,1,0,4,0
1,1,0,4,0
1,1,0,4,0
1,1,0,4,0
1,1,0,4,0
1,1,0,4,0
1,1,0,4,0
1,1,0,4,0
1,1,0,4,0
1,1,14,13,0
1,1,2,8,0
1,1,6,10,0
1,1,6,10,0
1,1,3,5,0
1,1,3,5,0
1,1,2,8,0
1,1,1,4,0
1,1,2,8,0
1,1,3,9,0
1,1,6,10,0
1,1,24,11,0
1,1,6,10,0
1,1,6,10,0
1,1,6,10,0
1,1,6,10,0
1,1,6,10,0
1,1,2,7,0
1,3,11,11,0
1,3,3,9,0
1,3,32,6,0
1,3,6,10,0
1,3,29,10,0
1,3,34,0,1
1,3,18,11,0
1,3,6,10,0
1,3,24,32,0
1,3,6,10,0
1,3,22,13,0
1,3,37,0,1
1,3,4,11,0
1,3,3,12,0
1,3,6,10,0
1,3,3,11,0
1,3,6,10,0
1,3,3,5,0
1,3,6,10,0
1,3,31,8,0
1,3,6,10,0
1,3,27,7,0
1,3,23,13,0
1,3,6,10,0
1,3,11,10,0
1,3,6,10,0
1,5,11,11,0
1,5,3,9,0
1,5,23,36,0
1,5,24,13,0
1,5,24,12,0
1,5,35,3,1
1,5,30,9,0
1,5,34,6,0
1,5,0,4,0
1,5,0,4,0
1,5,9,10,0
1,5,32,5,0
1,5,30,10,0
1,5,35,3,1
1,5,34,4,1
1,5,10,10,0
1,5,6,10,0
1,5,6,11,0
1,5,6,12,0
1,5,5,15,0
1,5,18,97,0
1,5,10,15,0
1,5,8,12,0
1,5,8,11,0
1,5,6,10,0
1,5,17,15,0
1,5,6,10,0
1,5,17,14,0
1,5,6,10,0
1,5,32,3,1
1,5,17,14,0
1,5,23,13,0
1,5,33,1,1
1,5,6,10,0
1,7,13,12,0
1,7,4,11,0
1,7,12,10,0
1,7,19,18,0
1,7,12,12,0
1,7,29,13,0
1,7,6,10,0
1,7,6,10,0
1,7,8,12,0
1,7,23,14,0
1,7,39,1,1
1,7,6,10,0
1,7,28,7,0
1,7,17,12,0
1,7,6,10,0
1,7,38,0,1
1,7,33,5,0
1,7,6,10,0
1,7,8,10,0
1,7,7,13,0
1,7,6,10,0
1,7,6,11,0
1,7,6,9,0
1,7,6,10,0
1,7,18,14,0
1,7,22,13,0
1,7,19,16,0
1,7,17,14,0
1,7,6,10,0
1,9,12,11,0
1,9,3,5,0
1,9,7,9,0
1,9,13,13,0
1,9,16,17,0
1,9,6,10,0
1,9,17,10,0
1,9,6,10,0
1,9,22,23,0
1,9,6,10,0
1,9,24,11,0
1,9,6,10,0
1,9,26,15,0
1,9,6,10,0
1,9,32,22,0
1,9,6,10,0
1,9,19,14,0
1,9,19,14,0
1,9,6,10,0
1,2,7,13,0
1,2,4,5,0
1,2,34,4,1
1,2,6,10,0
1,2,37,0,1
1,2,17,11,0
1,2,18,39,0
1,2,6,10,0
1,2,15,10,0
1,2,16,10,0
1,2,7,5,0
1,2,7,5,0
1,2,6,10,0
1,2,7,5,0
1,2,6,10,0
1,2,4,5,0
1,2,6,10,0
1,2,37,1,1
1,2,6,10,0
1,2,25,12,0
1,2,6,10,0
1,2,6,10,0
1,2,6,10,0
1,2,6,10,0
1,4,9,10,0
1,4,6,5,0
1,4,37,2,1
1,4,15,10,0
1,4,37,1,1
1,4,33,4,1
1,4,35,1,1
1,4,29,59,0
1,4,24,10,0
1,4,35,1,1
1,4,35,6,0
1,4,23,14,0
1,4,7,6,0
1,4,6,10,0
1,4,12,5,0
1,4,6,10,0
1,4,12,5,0
1,4,6,10,0
1,4,37,0,1
1,4,6,10,0
1,4,35,7,0
1,4,37,0,1
1,4,6,10,0
1,4,25,11,0
1,4,6,10,0
1,6,12,11,0
1,6,6,7,0
1,6,25,32,0
1,6,33,6,0
1,6,6,10,0
1,6,32,7,0
1,6,36,1,1
1,6,33,10,0
1,6,0,4,0
1,6,6,10,0
1,6,36,4,1
1,6,34,0,1
1,6,25,10,0
1,6,36,6,0
1,6,22,13,0
1,6,6,10,0
1,6,34,9,0
1,6,12,16,0
1,6,34,8,0
1,6,6,10,0
1,6,36,1,1
1,6,15,10,0
1,6,12,10,0
1,6,16,10,0
1,6,37,0,1
1,6,6,10,0
1,8,14,11,0
1,8,5,5,0
1,8,13,15,0
1,8,22,9,0
1,8,39,0,1
1,8,6,10,0
1,8,24,7,0
1,8,6,10,0
1,8,17,11,0
1,8,19,26,0
1,8,2,8,0
1,8,16,12,0
1,8,6,10,0
1,8,25,16,0
1,8,6,10,0
1,8,19,12,0
1,8,6,10,0
1,8,20,11,0
1,8,6,10,0
1,8,36,0,1
1,8,35,0,1
1,8,6,10,0
