1	1	6	2	0 
1	1	33	4	1 
1	1	21	9	0 
1	1	29	9	0 
1	1	32	0	0 
1	1	33	11	0 
1	1	33	1	1 
1	1	10	3	0 
1	1	36	4	1 
1	1	30	11	0 
1	1	10	3	0 
1	1	29	11	0 
1	1	34	0	1 
1	1	4	3	0 
1	1	4	3	0 
1	1	4	3	0 
1	1	4	3	0 
1	1	4	3	0 
1	1	4	3	0 
1	1	4	3	0 
1	1	4	3	0 
1	1	4	3	0 
1	1	4	3	0 
1	1	35	2	1 
1	1	10	3	0 
1	1	37	1	1 
1	1	29	11	0 
1	1	9	2	0 
1	3	18	6	0 
1	3	9	1	0 
1	3	38	12	0 
1	3	38	9	0 
1	3	37	17	0 
1	3	28	9	0 
1	3	11	2	0 
1	3	29	9	0 
1	3	34	16	0 
1	3	8	2	0 
1	3	32	10	0 
1	3	11	2	0 
1	3	8	2	0 
1	3	29	10	0 
1	3	36	13	0 
1	3	32	11	0 
1	3	33	0	1 
1	3	11	3	0 
1	3	34	15	0 
1	3	29	10	0 
1	3	8	2	0 
1	3	27	10	0 
1	3	5	2	0 
1	3	16	5	0 
1	3	13	1	0 
1	3	15	3	0 
1	3	28	11	0 
1	3	15	3	0 
1	3	16	3	0 
1	3	30	11	0 
1	3	33	15	0 
1	3	29	10	0 
1	3	34	1	1 
1	3	15	3	0 
1	5	19	9	0 
1	5	8	2	0 
1	5	62	36	0 
1	5	29	7	0 
1	5	15	3	0 
1	5	35	16	0 
1	5	29	10	0 
1	5	15	3	0 
1	5	4	3	0 
1	5	4	3	0 
1	5	37	14	0 
1	5	27	9	0 
1	5	8	2	0 
1	5	36	13	0 
1	5	15	3	0 
1	5	30	11	0 
1	5	8	2	0 
1	5	35	15	0 
1	5	29	10	0 
1	5	14	2	0 
1	5	4	3	0 
1	5	4	3	0 
1	5	4	3	0 
1	5	4	3	0 
1	5	4	3	0 
1	5	4	3	0 
1	5	4	3	0 
1	5	33	14	0 
1	5	33	0	1 
1	5	10	1	0 
1	5	11	3	0 
1	5	15	3	0 
1	5	32	14	0 
1	5	28	11	0 
1	5	8	2	0 
1	5	34	14	0 
1	5	30	11	0 
1	5	10	2	0 
1	5	33	15	0 
1	5	15	3	0 
1	5	32	12	0 
1	5	15	3	0 
1	5	33	14	0 
1	5	29	12	0 
1	5	8	2	0 
1	5	35	15	0 
1	5	33	1	1 
1	5	10	1	0 
1	5	11	2	0 
1	7	22	7	0 
1	7	8	2	0 
1	7	58	37	0 
1	7	39	13	0 
1	7	11	2	0 
1	7	8	2	0 
1	7	34	11	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	36	13	0 
1	7	8	2	0 
1	7	16	3	0 
1	7	11	3	0 
1	7	37	15	0 
1	7	8	2	0 
1	7	15	3	0 
1	7	34	13	0 
1	7	16	5	0 
1	7	15	3	0 
1	7	16	3	0 
1	7	15	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	8	2	0 
1	7	37	13	0 
1	7	8	2	0 
1	7	15	3	0 
1	7	32	14	0 
1	7	9	2	0 
1	7	8	2	0 
1	7	14	1	0 
1	7	34	12	0 
1	7	16	3	0 
1	7	8	2	0 
1	7	36	16	0 
1	7	8	2	0 
1	7	16	3	0 
1	7	8	2	0 
1	7	16	3	0 
1	7	15	3	0 
1	9	22	7	0 
1	9	8	2	0 
1	9	44	30	0 
1	9	24	13	0 
1	9	11	3	0 
1	9	8	2	0 
1	9	15	3	0 
1	9	15	3	0 
1	9	9	1	0 
1	9	16	3	0 
1	9	9	1	0 
1	9	16	3	0 
1	9	15	3	0 
1	9	15	3	0 
1	9	8	2	0 
1	9	16	3	0 
1	9	16	3	0 
1	9	11	2	0 
1	9	10	1	0 
1	9	15	3	0 
1	9	15	2	0 
1	9	11	3	0 
1	9	11	3	0 
1	9	8	2	0 
1	9	15	3	0 
1	9	8	2	0 
1	9	11	3	0 
1	9	8	2	0 
1	9	14	2	0 
1	9	8	2	0 
1	9	16	3	0 
1	9	15	3	0 
1	9	16	3	0 
1	9	8	2	0 
1	9	16	3	0 
1	9	8	2	0 
1	9	16	3	0 
1	9	8	2	0 
1	9	11	2	0 
1	9	11	2	0 
