1,1,14,10,0
1,1,6,10,0
1,1,7,12,0
1,1,6,14,0
1,1,6,10,0
1,1,5,10,0
1,1,6,10,0
1,1,6,10,0
1,1,5,10,0
1,1,2,8,0
1,1,6,10,0
1,1,6,10,0
1,1,6,10,0
1,1,6,10,0
1,1,6,10,0
1,3,12,11,0
1,3,6,10,0
1,3,18,9,0
1,3,28,12,0
1,3,2,8,0
1,3,6,10,0
1,3,6,10,0
1,3,3,12,0
1,3,19,19,0
1,3,6,10,0
1,3,2,8,0
1,3,6,10,0
1,3,4,9,0
1,3,6,10,0
1,3,6,12,0
1,3,6,10,0
1,3,6,10,0
1,3,13,22,0
1,3,3,9,0
1,3,2,8,0
1,3,6,10,0
1,3,6,10,0
1,5,11,10,0
1,5,6,10,0
1,5,33,12,0
1,5,6,10,0
1,5,6,10,0
1,5,7,12,0
1,5,6,10,0
1,5,6,12,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,0,4,0
1,5,12,10,0
1,5,6,10,0
1,5,6,10,0
1,5,3,9,0
1,5,6,10,0
1,5,6,10,0
1,5,6,10,0
1,5,7,13,0
1,5,6,12,0
1,5,7,10,0
1,5,6,8,0
1,5,3,9,0
1,5,6,10,0
1,5,4,9,0
1,5,9,11,0
1,5,6,10,0
1,7,10,11,0
1,7,6,10,0
1,7,13,16,0
1,7,6,10,0
1,7,7,10,0
1,7,17,19,0
1,7,6,10,0
1,7,6,10,0
1,7,37,0,1
1,7,6,10,0
1,7,11,10,0
1,7,3,9,0
1,7,18,18,0
1,7,35,2,1
1,7,6,10,0
1,7,5,7,0
1,7,7,8,0
1,7,6,10,0
1,7,3,5,0
1,7,6,10,0
1,7,8,11,0
1,7,18,18,0
1,7,6,10,0
1,9,2,5,0
1,9,6,13,0
1,9,6,12,0
1,9,35,0,1
1,9,6,10,0
1,9,6,10,0
1,9,4,6,0
1,9,6,10,0
1,9,22,13,0
1,9,33,1,1
1,9,2,3,0
1,9,2,8,0
1,9,4,12,0
1,9,4,6,0
1,9,5,10,0
1,9,2,3,0
1,9,6,13,0
1,9,6,12,0
1,9,33,0,1
1,9,11,10,0
1,9,7,11,0
1,9,4,5,0
1,2,14,12,0
1,2,6,10,0
1,2,31,46,0
1,2,4,7,0
1,2,6,10,0
1,2,9,6,0
1,2,11,10,0
1,2,6,10,0
1,2,4,8,0
1,2,6,6,0
1,2,6,10,0
1,2,8,10,0
1,2,6,10,0
1,2,6,10,0
1,2,6,7,0
1,2,3,8,0
1,2,6,10,0
1,4,12,11,0
1,4,6,10,0
1,4,10,12,0
1,4,32,5,1
1,4,6,10,0
1,4,6,10,0
1,4,6,10,0
1,4,8,9,0
1,4,37,2,1
1,4,6,10,0
1,4,6,10,0
1,4,6,10,0
1,4,6,6,0
1,4,6,10,0
1,4,7,10,0
1,4,6,10,0
1,4,15,10,0
1,4,33,2,1
1,4,6,5,0
1,4,6,10,0
1,4,7,8,0
1,4,4,6,0
1,4,6,10,0
1,6,9,11,0
1,6,6,10,0
1,6,19,15,0
1,6,6,10,0
1,6,6,10,0
1,6,16,12,0
1,6,6,10,0
1,6,7,10,0
1,6,24,12,0
1,6,6,10,0
1,6,6,10,0
1,6,5,6,0
1,6,15,9,0
1,6,22,14,0
1,6,6,10,0
1,6,35,0,1
1,6,6,10,0
1,6,4,5,0
1,6,6,10,0
1,6,7,10,0
1,6,17,9,0
1,6,6,10,0
1,8,7,12,0
1,8,6,10,0
1,8,15,10,0
1,8,25,11,0
1,8,0,8,0
1,8,29,13,0
1,8,6,10,0
1,8,6,10,0
1,8,16,11,0
1,8,15,10,0
1,8,24,9,0
1,8,4,5,0
1,8,33,3,1
1,8,15,18,0
1,8,6,10,0
1,8,7,10,0
1,8,3,5,0
1,8,15,10,0
1,8,26,11,0
1,8,0,8,0
1,8,31,11,0
1,8,6,10,0
