1	1	8	2	0 
1	1	36	5	1 
1	1	29	10	0 
1	1	16	3	0 
1	1	16	3	0 
1	1	16	3	0 
1	1	14	4	0 
1	1	16	3	0 
1	1	30	10	0 
1	1	6	2	0 
1	1	5	2	0 
1	1	30	10	0 
1	1	20	10	0 
1	1	30	12	0 
1	1	33	11	0 
1	1	5	2	0 
1	1	39	9	0 
1	1	29	10	0 
1	1	16	3	0 
1	1	70	42	0 
1	1	5	2	0 
1	3	20	8	0 
1	3	13	2	0 
1	3	39	21	0 
1	3	34	14	0 
1	3	16	3	0 
1	3	16	3	0 
1	3	16	3	0 
1	3	12	1	0 
1	3	16	3	0 
1	3	36	13	0 
1	3	30	10	0 
1	3	15	2	0 
1	3	30	10	0 
1	3	22	11	0 
1	3	29	10	0 
1	3	32	11	0 
1	3	14	2	0 
1	3	38	1	1 
1	3	34	13	0 
1	3	29	10	0 
1	3	30	10	0 
1	3	36	13	0 
1	3	38	4	1 
1	3	36	13	0 
1	3	12	2	0 
1	3	15	4	0 
1	3	31	11	0 
1	3	37	13	0 
1	3	16	3	0 
1	3	37	1	1 
1	3	35	15	0 
1	3	37	3	1 
1	3	8	2	0 
1	5	21	8	0 
1	5	14	4	0 
1	5	62	37	0 
1	5	14	1	0 
1	5	16	3	0 
1	5	77	56	0 
1	5	12	1	0 
1	5	16	3	0 
1	5	16	3	0 
1	5	39	14	0 
1	5	11	2	0 
1	5	35	2	1 
1	5	36	13	0 
1	5	31	11	0 
1	5	31	11	0 
1	5	37	13	0 
1	5	36	3	1 
1	5	34	11	0 
1	5	16	3	0 
1	5	16	3	0 
1	5	8	2	0 
1	5	36	13	0 
1	5	36	13	0 
1	5	15	4	0 
1	5	14	3	0 
1	5	16	3	0 
1	5	14	1	0 
1	5	13	1	0 
1	5	37	3	1 
1	5	37	13	0 
1	5	16	3	0 
1	5	16	3	0 
1	5	16	3	0 
1	5	13	2	0 
1	5	14	4	0 
1	5	13	2	0 
1	7	25	8	0 
1	7	15	6	0 
1	7	59	36	0 
1	7	16	3	0 
1	7	121	108	0 
1	7	69	54	0 
1	7	16	5	0 
1	7	16	3	0 
1	7	14	2	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	37	13	0 
1	7	36	13	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	8	2	0 
1	7	14	2	0 
1	7	16	5	0 
1	7	8	2	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	16	3	0 
1	7	18	6	0 
1	7	15	3	0 
1	7	16	3	0 
1	9	24	9	0 
